domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,whois_status,whois_registrar,whois_registration_date,whois_expiration_date,ip_address,country,vt_available,urlscan_available,whois_available,timestamp
"002-jpea.apac.prd.api.cos.mediapaas.infra.teams.microsoft.com","https://002-jpea.apac.prd.api.cos.mediapaas.infra.teams.microsoft.com",5,"medium_risk","enterprise_target","microsoft","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:29.532Z"
"002-jpwe.apac.prd.api.cos.mediapaas.infra.teams.microsoft.com","https://002-jpwe.apac.prd.api.cos.mediapaas.infra.teams.microsoft.com",5,"medium_risk","enterprise_target","microsoft","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:30.320Z"
"0030a43681854f98b5fdc744f50ca405.alb.azure.com","https://0030a43681854f98b5fdc744f50ca405.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:31.107Z"
"0030a43681854f98b5fdc744f50ca405-xds.alb.azure.com","https://0030a43681854f98b5fdc744f50ca405-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:31.899Z"
"0030.alb.azure.com","https://0030.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:32.693Z"
"003-euno.emea.prd.ivr.cos.mediapaas.infra.teams.microsoft.com","https://003-euno.emea.prd.ivr.cos.mediapaas.infra.teams.microsoft.com",5,"medium_risk","enterprise_target","microsoft","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:33.484Z"
"003-maso.apac.prd.api.cos.mediapaas.infra.teams.microsoft.com","https://003-maso.apac.prd.api.cos.mediapaas.infra.teams.microsoft.com",5,"medium_risk","enterprise_target","microsoft","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:34.271Z"
"004e0069-bb95-41e7-ad36-26cd576b67ea.vpn.azure.com","https://004e0069-bb95-41e7-ad36-26cd576b67ea.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:35.057Z"
"004-ussc.noam.prd.api.cos.mediapaas.infra.teams.microsoft.com","https://004-ussc.noam.prd.api.cos.mediapaas.infra.teams.microsoft.com",5,"medium_risk","enterprise_target","microsoft","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:35.845Z"
"008-usea.noam.prod.cos.audience.teams.microsoft.com","https://008-usea.noam.prod.cos.audience.teams.microsoft.com",5,"medium_risk","enterprise_target","microsoft","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:36.632Z"
"00a1805cf0a74de8a40df95577ad311f.alb.azure.com","https://00a1805cf0a74de8a40df95577ad311f.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:37.417Z"
"00a1805cf0a74de8a40df95577ad311f-xds.alb.azure.com","https://00a1805cf0a74de8a40df95577ad311f-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:38.207Z"
"00a1.alb.azure.com","https://00a1.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:39.004Z"
"00ba0068-2811-4381-9bb4-0ce5665fd83c.vpn.azure.com","https://00ba0068-2811-4381-9bb4-0ce5665fd83c.vpn.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:39.792Z"
"00ce2483641728.canadacentral.airflow.svc.datafactory.azure.com","https://00ce2483641728.canadacentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:40.576Z"
"00d83c82cfe54fe09bdd10f7741b94ae.alb.azure.com","https://00d83c82cfe54fe09bdd10f7741b94ae.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:41.359Z"
"00d83c82cfe54fe09bdd10f7741b94ae-xds.alb.azure.com","https://00d83c82cfe54fe09bdd10f7741b94ae-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:42.141Z"
"00d8.alb.azure.com","https://00d8.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:42.924Z"
"00e36684651742.southindia.airflow.svc.datafactory.azure.com","https://00e36684651742.southindia.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:43.718Z"
"00f83801611739.uksouth.airflow.svc.datafactory.azure.com","https://00f83801611739.uksouth.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:44.508Z"
"00fc9525211728.koreacentral.airflow.svc.datafactory.azure.com","https://00fc9525211728.koreacentral.airflow.svc.datafactory.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:45.301Z"
"0-114file-accounting-tpautodiscover.help-center.eu","https://0-114file-accounting-tpautodiscover.help-center.eu",3,"blacklist_match","blacklist_match","","account",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:46.086Z"
"01356358b3794372aad6c5fc1e0141a7.alb.azure.com","https://01356358b3794372aad6c5fc1e0141a7.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:46.885Z"
"01356358b3794372aad6c5fc1e0141a7-xds.alb.azure.com","https://01356358b3794372aad6c5fc1e0141a7-xds.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:47.675Z"
"0135.alb.azure.com","https://0135.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:48.472Z"
"01564ec86b674cdeb0f2813d3de76f22.alb.azure.com","https://01564ec86b674cdeb0f2813d3de76f22.alb.azure.com",5,"medium_risk","enterprise_target","azure","",0,0,"false","unknown","","","","","","false","false","false","2025-07-07T11:53:49.260Z"
